,node_number,drone_number,capacity_of_drones,arc_weight,result,type
594,9,25,360,5,-1.0,Infeasible
595,9,25,360,10,-1.0,Infeasible
596,9,25,360,15,-1.0,Infeasible
597,9,25,360,20,-1.0,Infeasible
598,9,25,360,25,-1.0,Infeasible
599,9,25,360,30,-1.0,Infeasible
600,9,25,420,5,-1.0,Infeasible
601,9,25,420,10,-1.0,Infeasible
602,9,25,420,15,-1.0,Infeasible
603,9,25,420,20,-1.0,Infeasible
604,9,25,420,25,-1.0,Infeasible
605,9,25,420,30,-1.0,Infeasible
606,9,25,480,5,-1.0,Infeasible
607,9,25,480,10,-1.0,Infeasible
608,9,25,480,15,-1.0,Infeasible
609,9,25,480,20,-1.0,Infeasible
610,9,25,480,25,-1.0,Infeasible
611,9,25,480,30,-1.0,Infeasible
612,9,25,540,5,-1.0,Infeasible
613,9,25,540,10,-1.0,Infeasible
614,9,25,540,15,-1.0,Infeasible
615,9,25,540,20,-1.0,Infeasible
616,9,25,540,25,-1.0,Infeasible
617,9,25,540,30,-1.0,Infeasible
618,9,25,600,5,-1.0,Infeasible
619,9,25,600,10,-1.0,Infeasible
620,9,25,600,15,-1.0,Infeasible
621,9,25,600,20,-1.0,Infeasible
622,9,25,600,25,-1.0,Infeasible
623,9,25,600,30,-1.0,Infeasible
624,9,30,180,5,-1.0,Infeasible
625,9,30,180,10,-1.0,Infeasible
626,9,30,180,15,-1.0,Infeasible
627,9,30,180,20,-1.0,Infeasible
628,9,30,180,25,-1.0,Infeasible
629,9,30,180,30,-1.0,Not Cover
630,9,30,240,5,-1.0,Infeasible
631,9,30,240,10,-1.0,Infeasible
632,9,30,240,15,-1.0,Infeasible
633,9,30,240,20,-1.0,Infeasible
634,9,30,240,25,-1.0,Infeasible
635,9,30,240,30,-1.0,Infeasible
636,9,30,300,5,-1.0,Infeasible
637,9,30,300,10,-1.0,Infeasible
638,9,30,300,15,-1.0,Infeasible
639,9,30,300,20,-1.0,Infeasible
640,9,30,300,25,-1.0,Infeasible
641,9,30,300,30,-1.0,Infeasible
642,9,30,360,5,-1.0,Infeasible
643,9,30,360,10,-1.0,Infeasible
644,9,30,360,15,-1.0,Infeasible
645,9,30,360,20,-1.0,Infeasible
646,9,30,360,25,-1.0,Infeasible
647,9,30,360,30,-1.0,Infeasible
648,9,30,420,5,-1.0,Infeasible
649,9,30,420,10,-1.0,Infeasible
650,9,30,420,15,-1.0,Infeasible
651,9,30,420,20,-1.0,Infeasible
652,9,30,420,25,-1.0,Infeasible
653,9,30,420,30,-1.0,Infeasible
654,9,30,480,5,-1.0,Infeasible
655,9,30,480,10,-1.0,Infeasible
656,9,30,480,15,-1.0,Infeasible
657,9,30,480,20,-1.0,Infeasible
